s,m/s2
0.04200000,0.159999310970306
0.04210000,0.156406342983246
0.04220000,0.166062444448471
0.04230000,0.162694036960602
0.04240000,0.157641425728798
0.04250000,0.15809054672718
0.04260000,0.164378240704536
0.04270000,0.160336151719093
0.04280000,0.164715081453323
0.04290000,0.161683514714241
0.04300000,0.165725603699684
0.04310000,0.160560712218285
0.04320000,0.15708002448082
0.04330000,0.165725603699684
0.04340000,0.160223871469498
0.04350000,0.160336151719093
0.04360000,0.15887650847435
0.04370000,0.155957221984863
0.04380000,0.161234393715858
0.04390000,0.157529145479202
0.04400000,0.156967744231224
0.04410000,0.161908075213432
0.04420000,0.153262495994568
0.04430000,0.168532609939575
0.04440000,0.16404139995575
0.04450000,0.152476534247398
0.04460000,0.162020355463028
0.04470000,0.16325543820858
0.04480000,0.156069502234459
0.04490000,0.158427387475967
0.04500000,0.160111591219902
0.04510000,0.163816839456558
0.04520000,0.162581756711006
0.04530000,0.159999310970306
0.04540000,0.163030877709389
0.04550000,0.163030877709389
0.04560000,0.164265960454941
0.04570000,0.16145895421505
0.04580000,0.167297527194023
0.04590000,0.165164202451706
0.04600000,0.160785272717476
0.04610000,0.161346673965454
0.04620000,0.16583788394928
0.04630000,0.167185246944427
0.04640000,0.166287004947662
0.04650000,0.163143157958984
0.04660000,0.164827361702919
0.04670000,0.163143157958984
0.04680000,0.15708002448082
0.04690000,0.158539667725563
0.04700000,0.163479998707771
0.04710000,0.158202826976776
0.04720000,0.161122113466263
0.04730000,0.162020355463028
0.04740000,0.161009833216667
0.04750000,0.164378240704536
0.04760000,0.166062444448471
0.04770000,0.161122113466263
0.04780000,0.162244915962219
0.04790000,0.162020355463028
0.04800000,0.159999310970306
0.04810000,0.166960686445236
0.04820000,0.160223871469498
0.04830000,0.165164202451706
0.04840000,0.16145895421505
0.04850000,0.158988788723946
0.04860000,0.164265960454941
0.04870000,0.163479998707771
0.04880000,0.163592278957367
0.04890000,0.162020355463028
0.04900000,0.160448431968689
0.04910000,0.16145895421505
0.04920000,0.168981730937958
0.04930000,0.161908075213432
0.04940000,0.16145895421505
0.04950000,0.163030877709389
0.04960000,0.162581756711006
0.04970000,0.163367718458176
